University Name,Qualification Type,Course Name,Campus Location,Class Timings
Ulaw,MSc,MSc Psychology (Conversion) - Full-time,Leeds,Full-time
Ulaw,MSc,MSc Project Management with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Project Management with Professional Practice - Full-time,Leeds,Full-time
Ulaw,MSc,MSc Project Management with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Project Management - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Project Management - Full-time,London,Full-time
Ulaw,MSc,MSc Project Management - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Marketing with Professional Practice - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Marketing with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Marketing with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Marketing - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Marketing - Full-time,London,Full-time
Ulaw,MSc,MSc Marketing - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Legal Technology - Full-time,London,Full-time
Ulaw,MSc,MSc Legal Technology - Full-time,Bristol,Full-time
Ulaw,MSc,MSc Leadership and Human Resource Management with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Leadership and Human Resource Management with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Leadership and Human Resource Management - Full-time,London,Full-time
Ulaw,MSc,MSc Leadership and Human Resource Management - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Human Resources with Employment Law with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Human Resources with Employment Law - Full-time,London,Full-time
Ulaw,MSc,MSc Cyber Security Management with Professional Practice - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Cyber Security Management with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Cyber Security Management with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Cyber Security Management - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Cyber Security Management - Full-time,London,Full-time
Ulaw,MSc,MSc Cyber Security Management - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Corporate Governance with Company Law with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Corporate Governance with Company Law - Full-time,London,Full-time
Ulaw,MSc,MSc Corporate Financial Management with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Corporate Financial Management with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Corporate Financial Management - Full-time,London,Full-time
Ulaw,MSc,MSc Corporate Financial Management - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Computer Science (Conversion) - Full-time,Leeds,Full-time
Ulaw,MSc,MSc Computer Science (Conversion) - Full-time,London,Full-time
Ulaw,MSc,MSc Business Analytics with Professional Practice - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Business Analytics with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Business Analytics with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Business Analytics - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Business Analytics - Full-time,London,Full-time
Ulaw,MSc,MSc Business Analytics - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM Public International Law - Full-time,London,Full-time
Ulaw,LLM,LLM Mental Health Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Mental Health Law - Full-time,London,Full-time
Ulaw,LLM,LLM Medical Law & Ethics - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Medical Law & Ethics - Full-time,London,Full-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Full-time,London,Full-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Full-time,Birmingham,Full-time
Ulaw,LLM,"LLM Media Law, Privacy and Defamation - Full-time",London,Full-time
DGHE ,BSc (Hons),BSc (Hons) Health and Social Care Leadership and Management,London,Evenings + Weekends
DGHE ,Top-up,BSc (Hons) Criminology and Criminal Justice (Top-up),London,Evenings + Weekends
DGHE ,Other,HND Public Services,London,Evenings + Weekends
DGHE ,Top-up,BA (Hons) Business Management (Top-up),London,Evenings + Weekends
DGHE ,BA (Hons) With Foundation Year,BA (Hons) Business Management (with Foundation Year),London,Evenings + Weekends
DGHE ,Other,HND Business,London,Evenings + Weekends
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Project Management with Foundation Year ,London,Evenings + Weekends
ARU,BSc (Hons),BSc (Hons) Health and Social Care (Evening and Weekend delivery),London,Evening and Weekend
ARU,BSc (Hons) with Foundation Year,BSc (Hons) Health and Social Care with Foundation Year (Evening and Weekend delivery),London,Evening and Weekend
ARU,BSc (Hons),BSc (Hons) International Business Management (Evening and Weekend delivery),London,Evening and Weekend
ARU,BSc (Hons) with Foundation Year,BSc (Hons) International Business Management with Foundation Year (Evening and Weekend delivery),London,Evening and Weekend
UCLan,BSc (Hons),BSc (Hons) Health and Social Care (Evening and Weekend delivery),London,Evening and Weekend
UCLan,BSc (Hons),BSc (Hons) Business and Marketing (Evening and Weekend delivery),London,Evening and Weekend
UCLan,BSc (Hons),BSc (Hons) International Business Management (Evening and Weekend delivery),London,Evening and Weekend
UoBM,BSc (Hons) with Foundation Year,BSc (Hons) International Business Management with Foundation Year (Evening and Weekend delivery),Manchester,Evening and Weekend
UoBM,BSc (Hons) with Foundation Year,BSc (Hons) Health and Social Care with Foundation Year (Evening and Weekend delivery),Manchester,Evening and Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Business Management with foundation year,Manchester,Evening Weekend 
Solent University ,BSc (Hons) with Foundation Year,BSc Computer Science with foundation year,Manchester,Evening Weekend 
Solent University ,BSc (Hons) with Foundation Year,BSc Psychology with Foundation Year,Manchester,Evening Weekend 
Solent University ,BSc (Hons),BSc Computer Science,Manchester,Evening Weekend 
London Met,BSc (Hons) ,BSc Business Management,Birmingham,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Business Management with Foundation,Birmingham,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Health and Social Care with foundation year,Birmingham,Evening Weekend
London Met,BSc (Hons) ,BSc Business Management,London,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Business Management with Foundation,London,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Health and Social Care with foundation year,London,Evening Weekend
London Met,BSc (Hons),BSc Health and Social Care,London,Evening Weekend
London Met,BSc (Hons) ,BSc Business Management,Manchester,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Business Management with Foundation,Manchester,Evening Weekend
London Met,BSc (Hons) with Foundation Year,BSc Health and Social Care with foundation year,Manchester,Evening Weekend
London Met,BSc (Hons),BSc Health and Social Care,Manchester,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Business Management with foundation year,Birmingham,Evening Weekend
London Met,MSc,MSc International Business Management,Manchester,Evening Weekend
London Met,MSc,MSc International Business Management,Birmingham,Evening Weekend
London Met,MSc,MSc International Business Management,London,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Business Management with foundation year,London,Evening Weekend
Solent University ,BSc (Hons) ,BSc Cyber Security,London,Evening Weekend
Solent University ,BSc (Hons),BSc Business Management ,Birmingham,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Cyber Security with foundation year,London,Evening Weekend
Solent University ,BSc (Hons),BSc Business Management ,London,Evening Weekend
Solent University ,BSc (Hons),BSc Business Management ,Manchester,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Psychology with Foundation Year,Birmingham,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Psychology with Foundation Year,London,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Computer Science with foundation year,Birmingham,Evening Weekend
Solent University ,BSc (Hons) with Foundation Year,BSc Computer Science with foundation year,London,Evening Weekend
Solent University ,BSc (Hons),BSc Computer Science,London,Evening Weekend
Ulster University,MSc,MSc Public Health,London,Evening Weekend
LCCA,BA (Hons),BA (Hons) Hospitality Management and Leadership (Evening),London,Evening - but confirm with admin
LCCA,BA (Hons) Top-Up,BA (Hons) Business Management and Entrepreneurship Top-Up (Evening),London,Evening - but confirm with admin
LCCA,BA (Hons),BA (Hons) Business Management and Entrepreneurship year 2 (Evening),London,Evening - but confirm with admin
LCCA,BA (Hons),BA (Hons) Business Management and Entrepreneurship (Evening),London,Evening - but confirm with admin
Arden,BA (Hons),BA (Hons) Business Management (Weekend),London,Evening + Weekend
Arden,BA (Hons),BA (Hons) Business Management (Weekend),Leeds,Evening + Weekend
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Weekend),London,Evening + Weekend
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Weekend),Leeds,Evening + Weekend
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Weekend),Birmingham,Evening + Weekend
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Weekend),London,Evening + Weekend
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Weekend),Leeds,Evening + Weekend
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Weekend),London,Evening + Weekend
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Weekend),Leeds,Evening + Weekend
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Weekend),Birmingham,Evening + Weekend
Arden,BA (Hons) Top-Up Level 6,BA (Hons) Business Management Top-Up (Weekend),London,Evening + Weekend
LCCA,BA (Hons) with Foundation Year,BA (Hons) Fashion Management and Marketing with foundation (Evening),London,Evening 
Arden,BA (Hons) Top-Up Level 6,BA (Hons) Business Management Top-Up (Evening),Birmingham,Evening
Arden,BA (Hons),BA (Hons) Business Management (Evening),London,Evening
Arden,BA (Hons),BA (Hons) Business Management (Evening),Leeds,Evening
Arden,BA (Hons),BA (Hons) Business Management (Evening),Manchester,Evening
Arden,BA (Hons),BA (Hons) Business Management (Evening),Birmingham,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Evening),London,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Evening),Leeds,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Evening),Manchester,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Business Management with Foundation Year (Evening),Birmingham,Evening
LCCA,BA (Hons) with Foundation Year,BA (Hons) Business Management and Entrepreneurship with foundation (Evening),London,Evening
Arden,CertHE,CertHE Business Management,London,Evening
Arden,BA (Hons),BA (Hons) Criminology and Psychology (Evening),London,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Criminology and Psychology with Foundation Year (Evening),London,Evening
Regent College London (Awarding body is University Of Bolton),MSc,"MSc International Management (Online)",Online,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Criminology and Psychology with Foundation Year (Evening),Manchester,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Criminology and Psychology with Foundation Year (Evening),Birmingham,Evening
Regent College London (Awarding body is University Of Bolton),HND,HND Business (Business Management),London,Evening
Regent College London (Awarding body is University Of Bolton),BSc (Hons),BSc (Hons) Business Management with Foundation Year,London,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Psychology and Counselling with Foundation Year (Evening),London,Evening
Arden,BA (Hons) ,BA (Hons) Business Management (Evening),London,Evening
Arden,BA (Hons) ,BA (Hons) Business Management (Evening),Leeds,Evening
Arden,BA (Hons) ,BA (Hons) Business Management (Evening),Manchester,Evening
Arden,BA (Hons) ,BA (Hons) Business Management (Evening),Birmingham,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Project Management with Foundation Year ,London,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Project Management with Foundation Year ,Birmingham,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Psychology with Foundation Year (Evening),London,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) International Hospitality and Tourism Management with Foundation Year (Evening),London,Evening
Arden,Bsc (Hons) with Foundation Year,Bsc (Hons) Digital Marketing with Foundation Year with foundatiion year (Evening),London,Evening
Arden,BSc (Hons),BSc (Hons) Project Management (Evening),London,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Project Management with Foundation Year (Evening),London,Evening
Arden,BA (Hons) with Foundation Year,BA (Hons) Project Management with Foundation Year (Evening),Birmingham,Evening
Arden,BSc (Hons),BSc (Hons) Computing (Evening),London,Evening
Arden,BSc (Hons),BSc (Hons) Computing (Evening),Leeds,Evening
Arden,BSc (Hons),BSc (Hons) Computing (Evening),Manchester,Evening
Arden,BSc (Hons),BSc (Hons) Computing (Evening),Birmingham,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Computing with Foundation Year (Evening),London,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Computing with Foundation Year (Evening),Leeds,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Computing with Foundation Year (Evening),Manchester,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Computing with Foundation Year (Evening),Birmingham,Evening
Arden,BA (Hons) Top-Up Level 6,BSc (Hons) Health and Care Management Top-Up (Evening),London,Evening
Arden,BA (Hons) Top-Up Level 6,BSc (Hons) Health and Care Management Top-Up (Evening),Leeds,Evening
Arden,BA (Hons) Top-Up Level 6,BSc (Hons) Health and Care Management Top-Up (Evening),Birmingham,Evening
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Evening),London,Evening
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Evening),Leeds,Evening
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Evening),Manchester,Evening
Arden,BSc (Hons),BSc (Hons) Health and Care Management (Evening),Birmingham,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Evening),London,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Evening),Leeds,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Evening),Manchester,Evening
Arden,BSc (Hons) with Foundation Year,BSc (Hons) Health and Care Management with Foundation Year (Evening),Birmingham,Evening
Arden,BA (Hons) Top-Up Level 6,BA (Hons) Business Management Top-Up (Evening),London,Evening
Arden,BA (Hons) Top-Up Level 6,BA (Hons) Business Management Top-Up (Evening),Leeds,Evening
GBS (Pearson) ,Other,HNC/HND in Construction Management for England (Construction Design and Build Technician),Leeds,As per campus location
GBS (Pearson) ,Other,HNC/HND in Business ,Manchester,As per campus location
GBS (Pearson) ,Other,HNC/HND in Construction Management for England (Construction Design and Build Technician),Manchester,As per campus location
GBS (Pearson) ,Other,HNC/HND in Construction Management for England (Construction Design and Build Technician),Birmingham,As per campus location
GBS (Pearson) ,Other,HNC/HND in Construction Management for England (Construction Design and Build Technician),London,As per campus location
GBS (Pearson) ,Other,HNC/HND in Digital Techonologies for England (Cyber Security),Leeds,As per campus location
GBS (Pearson) ,Other,HNC/HND in Business ,Birmingham,As per campus location
GBS (Pearson) ,Other,HNC/HND in Digital Techonologies for England (Cyber Security),Manchester,As per campus location
GBS (Pearson) ,Other,HNC/HND in Digital Techonologies for England (Cyber Security),Birmingham,As per campus location
GBS (Pearson) ,Other,HNC/HND in Digital Techonologies for England (Cyber Security),London,As per campus location
GBS (Pearson) ,Other,HNC/HND in Healthcare Practice for England,Leeds,As per campus location
GBS (Pearson) ,Other,HNC/HND in Healthcare Practice for England,Manchester,As per campus location
GBS (Pearson) ,Other,HNC/HND in Healthcare Practice for England,Birmingham,As per campus location
GBS (Pearson) ,Other,HNC/HND in Healthcare Practice for England,London,As per campus location
GBS (Pearson) ,Other,HNC/HND in Business ,Leeds,As per campus location
GBS (Pearson) ,Other,HNC/HND in Business ,London,As per campus location
